,source,edge,target
3310,Entities,mapped,same BigTable collisions
3311,different time stamps,stored_in,cell
3312,Megastore,takes,advantage
3313,mutation,recorded_along,new mutation time version
3314,concurrently  read,has_several,updated  version
3315,transaction,involves,committed log transaction
3316,article,discusses,networks
3317,2  4,discussed_in,314
3318,systems,discussed_in,such Remote File 365
3319,systems,discussed_in,"also  103,105"
3320,System,presented_in,IBM file 317
3321,development,covered_in,61
3322,databases,analyzed_in_several,several  335
3323,cloud storage abstraction,presented_in,portable  166
3324,abstraction,introduced_in,portable  166
3325,system,discussed_in,276
3326,overview,covered_in,cloud 327
3327,capacity,grown_over,one 730 computer user
3328,same  prices,fell_by,1 orders cent
3329,HDDdensities,projected,Gb  2011
3330,density,increased_from,Gb Random Access 2003
3331,cost,tumbled_from,same  period
3332,double data DRAM,announced,30 nm process
3333,DRAM,using,30  nm
3334,advancements,changed,initial storage devices
3335,effect,favors,centralized  storage
3336,centralized  approach,automate,substantially storage management cost
3337,density,increased,storage devices
3338,performance,kept,I computing engines
3339,modern  that,affects,large  data
3340,systems,face_substantial,substantial
3341,volume,increased,data
3342,nowadays  machines,generate,unprecedented  rate
3343,movies,transfer,data
3344,Sensors,generate,accessible storage Internet
3345,libraries,add_to,massive reference storage
3346,new data that,developed,powerful computing systems
3347,concentration,provide,large storage data
3348,we,emphasize,the
3349,large  that,have,concert
3350,management,poses_significant,significant systems design
3351,distributed file systems,used,designed  reliable
3352,large scale systems,built_with_offthe-,offthe- shelf components
3353,emphasis,shifted_from,possible design cost
3354,System,developed_in,late  1990s
3355,System,uses,diverse user 136
3356,system,designed_after,careful access models
3357,critical  features,considered_from,rather  design
3358,vast  majority,range_in,few  TB
3359,users,process,less response time
3360,consistency model,relaxed,additional application developers
3361,decisions,made_as,analysis
3362,critical file that,consistency_by,entire  system
3363,fixed file chunk,assigned,unique chunk handle
3364,chunk,consists_of,64 KB blocks
3365,block,has,32 bit checksum
3366,Chunks,stored_on,Linux files systems
3367,user,change,desired  value
3368,64  choice,motivated_by,large  system
3369,size,increases,the
3370,thus  likelihood,reduces,chunk
3371,where network chunk,allows,persistent network server
3372,infrequently  chunk,occurs,large  file
3373,chunk,are,large  file
3374,architecture,illustrated_in,GFS Figure
3375,master,controls,large
3376,master,maintains,individual chunk servers
3377,e.g. operation log,stored_in_persistent,file file chunk
3378,e.g. operation log,records,file
3379,new chunk server,stored,cluster
3380,new chunk server,joins,the
3381,master,allows,up  chunks
3382,master,have,date
3383,log,maintains,historical metadata failure
3384,changes,made_visible,persistent  storage
3385,master,replays,operation log
3386,master,checkpoints,last log checkpoint
3387,commodity Linux server,receives,status information
3388,application,sends_to,chunk the
3389,chunk,responds_with,chunk
3390,directly chunk server,communicates,desired file operation
3391,such file that,has_minimal,such file write
3392,such  master,grants,particular chunk servers
3393,then  primary,creates,serial  chunk
3394,When  data,straddles,chunk
3395,two  operations,carried,one  chunk
3396,that,buffers,control
3397,then  master,replies_with,secondary chunk chunk
3398,client,caches,information
3399,client,sends,data
3400,one,stores,then LRU client
3401,write  request,sends,chunk chunk
3402,once  request,received,the
3403,primary,identifies,consecutive sequence numbers
3404,primary,sends,write  secondaries
3405,secondary,applies,then sequence primary
3406,Finally  primary,informs,client
3407,system,supports,checkpointing system snapshots
3408,strategy,used,file deletion
3409,first  filename,changed_to,hidden  name
3410,master,scans,periodically  namespace
3411,who,gives,little  effort
3412,Periodically chunk servers,exchange_with,master
3413,chunk server,supplies,next heartbeat master
3414,chunk server,carry,housecleaning
3415,server,maintains_in,stored data integrity
3416,open source C++ that,is,also client Java
3417,that,allows,client
3418,we,discuss,distributed software companies
3419,workstations,appealing_due,lower hardware maintenance
3420,distributed file system,became_obvious,large  workstations
3421,Microsystems,proceeded,early  1980s
3422,development,nfswas,local area network
3423,majority,running,workstations
3424,many design decisions,influenced_by,Unix File System
3425,NFS designers,aimed_to,same  semantics
3426,we,examine,NFS
3427,important Unix File that,have,remote file management
3428,design,provides,necessary
3429,layering,allows,necessary  system
3430,vnode Unix File System,allowed,local file access
3431,indeed  design,allows,called file systems
3432,structure,reflected_by,naming  convention
3433,metadata,supports,hoc file system
3434,inodes,contain,individual  files
3435,inodes,kept_on,together  data
3436,where storage device data,includes,last file file
3437,Metadata,supports,rapid technology development
3438,organization,reflects,data application
3439,storage file,reflects,given storage medium
3440,UFS,allows,logical file one
3441,pointer,identifies,starting operation
3442,file,stored_on,physical  media
3443,layers,reflect,physical inode organization
3444,file layer,reflects,files
3445,layer,provides,objects
3446,layers,reflect,logical path name organization
3447,structures,maintained_in,only kernel mode
3448,process,establish,first file file
3449,new  entry,added_to,file description table
3450,information,brought_into,control structure
3451,path,specifies,the
3452,relative  path,specifies,working  process
3453,file,identified_by,open file table
3454,System,based_on,client server paradigm
3455,local  server,runs_on,remote procedure Figure
3456,interface,distinguishes,remote file file
3457,Figure,shows,well RPC call
3458,NFS,uses,local  Figure
3459,file,identified_by,file handle file fh
3460,multiple inode clients,allows,remote  file
3461,then  call,repeated_without,side effects
3462,error call,returns,error user
3463,close  action,is,remote file file
3464,action,makes,open file structure
3465,NFS,undergone_significant,significant  years
3466,NFS,evolved_from,4  Section
3467,designers,envisioned,system
3468,individual,anticipated,Andrew workstation
3469,individual,have,Andrew
3470,system,connect,"10,000  workstations"
3471,set,forms,trusted  structure
3472,user level which,calls_to,back  calls
3473,Venus,communicate_with,Vice
3474,local  disks,used_as_persistent,persistent  cache
3475,when  file,updated,servers
3476,strategy,reduces,better system performance
3477,communications,encrypted,clients
3478,operations,require_secure,secure network connections
3479,password,used,authentication server
3480,time file operation,used,secure network connection
3481,operation,requires,secure  network
3482,AFS,uses,control data
3483,set,supports,ACL management
3484,files,accessed_from,automatically user involvement
3485,only  workstations,reduces,administrative  intervention
3486,operations,affect,only  servers
3487,SFS,supports_non,write  client
3488,Processes,enjoy,same
3489,Processes,run_on,single  system
3490,latency,reduces,obviously response time
3491,there  it,passed,local file client
3492,then  request,be_satisfied,remote  server
3493,it,sent_to,file server
3494,diskless  workstations,allowed_diskless,caching  clients
3495,cache block,has,unique block file
3496,clients,allows,new  server
3497,clients,create_new,new  blocks
3498,servers,map_virtual,physical disk addresses
3499,Sprite operating system,ensures_optimal,optimal
3500,system,manage_separate,last memory block
3501,strict LRU order,uses,operation
3502,system,implements,strict LRU order
3503,order,knows,the
3504,Whenever file system,experiences,virtual memory file
3505,miss,compares,oldest cache block
3506,oldest cache block,forced,real memory frame
3507,first  writing,means,tens  seconds
3508,block,written_to,first  cache
3509,writing,delayed,disk
3510,when  data,speeds,disk
3511,soon  alternative,guarantees,cache
3512,soon  alternative,written_to,cache
3513,alternative,increases,write operation
3514,server,guarantee,persistent  storage
3515,server,have,newest
3516,multiple write clients,distinguish_sequential,same  time
3517,when  file,opened,several  clients
3518,multiple  clients,modify,file
3519,Sprite,allows,cache servers
3520,Table,presents,8.1 writing NFS
3521,based system.6 Hadoop,distributed,large  data
3522,members,contributed_to,such Apache Hive
3523,long  list,includes_major,such U.S. Federal Reserve
3524,Hadoop cluster,had,30  PB
3525,system,has,two MapReduce Figure
3526,system,mounted_on,existing operating system
3527,task engine,consists_of,only task tracker
3528,engine,has,only  task
3529,tracker,receives,task cluster
3530,where  efficiency,attempts,task data
3531,tracker,supervises,node
3532,algorithms,implemented_in,6.8 cloud scheduling algorithms
3533,HDFS,replicates,multiple  nodes
3534,large  dataset,distributed_over,many  nodes
3535,where  distribution,manages,data which
3536,such  HDFS,is,such  which
3537,distributed file systems,became_ubiquitous,step file system
3538,multiple  clients,allow_multiple,same  file
3539,successive file reads,advance,multiple  file
3540,when  clients,share,file
3541,supercomputers,took,same support program
3542,317,developed_at,early multimedia file system
3543,that,emulates,closely  the
3544,GPFS,support,each file Figure
3545,Afile,consists_of,several MB disks
3546,system,support,large  files
3547,directories,use_extensible,extensible  file
3548,Metadata,stored_in,such data block inodes
3549,GPFS,records,write ahead log file
3550,only log records,means,persistent  storage
3551,directory block,updated,example
3552,inode,created,file
3553,log records,transferred_from,cache
3554,system,allows,inode record
3555,parallelism,used,access time
3556,striping,allows_concurrent,unpleasant  sideeffects
3557,large  number,affected,files
3558,system,attempts,single access disk
3559,system,uses,equal block size
3560,files,replicated_on,physical  disks
3561,Support,improves,serious  consistency
